identification,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Location
6111442,HP205681,1/1/08 12:00,065XX N NIXON AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,TRUE,FALSE,1611,16,41,10,6,1128127,1943302,2008,3/20/08 1:04,"(42.000733530664895, -87.80400409071231)"
5991678,HP100167,1/1/08 2:17,065XX N SHERIDAN RD,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,2432,24,40,1,3,1167036,1943472,2008,2/13/08 1:04,"(42.00045072014349, -87.66085992565912)"
6000194,HP109293,1/1/08 19:00,065XX N SPOKANE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1621,16,41,12,14,1140471,1943009,2008,1/9/08 1:04,"(41.999711131272846, -87.75859937690379)"
7722489,HS529768,1/1/08 0:01,065XX S ALBANY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,831,,15,66,6,,,2008,10/22/10 0:50,
5992309,HP100650,1/1/08 4:00,065XX S ARTESIAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,832,8,15,66,08B,1161124,1861254,2008,1/23/08 14:56,"(41.774962856039, -87.68489452531267)"
6942156,HR347120,1/2/08 0:01,065XX S DAMEN AVE,842,THEFT,AGG: FINANCIAL ID THEFT,STREET,FALSE,FALSE,726,7,15,67,6,1164191,1861373,2008,7/2/09 1:03,"(41.775225398761634, -87.67364794459367)"
6169744,HP102527,1/2/08 13:00,065XX S DR MARTIN LUTHER KING JR DR,1330,CRIMINAL TRESPASS,TO LAND,SIDEWALK,TRUE,FALSE,312,3,20,69,26,1180007,1861661,2008,4/6/08 1:06,"(41.77566814603767, -87.6156599796514)"
5994355,HP102690,1/1/08 23:00,065XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,312,3,20,69,14,1179999,1861934,2008,1/6/08 1:05,"(41.7764174685397, -87.61568095494502)"
6010292,HP114650,1/1/08 8:00,015XX N KEYSTONE AVE,610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,FALSE,FALSE,2534,25,30,23,5,1149055,1910072,2008,1/13/08 1:05,"(41.909167033893745, -87.72787670758143)"
5994369,HP101628,1/1/08 22:55,065XX S EVANS AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,TRUE,321,3,20,42,04A,1182389,1861628,2008,1/8/08 1:04,"(41.77552271048601, -87.60692891891593)"
6824602,HR232972,1/1/08 0:01,065XX S GREENWOOD AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,STREET,FALSE,FALSE,321,3,20,42,6,1184305,1861875,2008,3/28/09 1:04,"(41.77615587546904, -87.59989743309593)"
8094180,HT328148,1/1/08 15:00,015XX W 62ND ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,713,,16,67,17,,,2008,8/8/11 0:38,
8265025,HT498170,1/1/08 0:01,065XX S LOWE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,723,,20,68,6,,,2008,9/28/11 0:44,
5995294,HP101473,1/1/08 20:15,065XX S MARSHFIELD AVE,460,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,725,7,15,67,08B,1166494,1861211,2008,1/7/08 1:04,"(41.77473206173174, -87.66521003270023)"
5991916,HP100127,1/1/08 1:30,065XX S ST LAWRENCE AVE,460,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,321,3,20,42,08B,1181313,1861977,2008,1/10/08 1:05,"(41.77650527312881, -87.61086262926119)"
5995414,HP101726,1/2/08 1:00,065XX S WOLCOTT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,726,7,15,67,08B,1164851,1861280,2008,1/14/08 1:04,"(41.77495627602494, -87.67123108529638)"
5997005,HP102285,1/2/08 10:00,066XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,724,7,17,68,14,1170160,1860957,2008,1/8/08 1:04,"(41.773956113619946, -87.65177842558349)"
6685878,HR100469,1/1/08 1:30,066XX S BELL AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,832,8,15,66,04B,1162513,1860334,2008,1/11/09 1:03,"(41.77240939655289, -87.67982824998359)"
6011743,HP100210,1/1/08 0:27,066XX S BELL AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,FALSE,FALSE,832,8,15,66,15,1162590,1860457,2008,1/15/08 1:05,"(41.77274531965339, -87.67954256115497)"
6011985,HP102965,1/1/08 0:01,066XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,833,8,13,65,14,1153414,1860573,2008,1/16/08 1:05,"(41.7732501369522, -87.71317657127527)"
5993219,HP101312,1/1/08 17:42,066XX S KENWOOD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,321,3,5,42,15,1186252,1861124,2008,1/5/08 1:04,"(41.77404927821603, -87.59278367693153)"
5994773,HP100450,1/1/08 0:01,066XX S NORMAL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,722,7,6,68,14,1174285,1860695,2008,1/15/08 1:05,"(41.773146453758194, -87.63666482534141)"
5993347,HP102045,1/1/08 8:45,066XX S RHODES AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,321,3,20,42,26,1181004,1861012,2008,1/9/08 1:04,"(41.77386433639628, -87.61202506747865)"
5999453,HP101845,1/1/08 14:00,066XX S STEWART AVE,810,THEFT,OVER $300,STREET,FALSE,FALSE,722,7,6,68,6,1174722,1861128,2008,1/10/08 1:05,"(41.774324929258775, -87.63505000964291)"
5995172,HP101217,1/1/08 16:30,066XX S UNION AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,723,7,6,68,6,1172618,1860643,2008,1/15/08 1:05,"(41.77304065297198, -87.6427771499146)"
5996731,HP100401,1/1/08 3:40,066XX S WHIPPLE ST,479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,FALSE,FALSE,831,8,15,66,04B,1157148,1860645,2008,1/16/08 1:05,"(41.77337301240194, -87.69948654678483)"
7275224,HR689059,1/1/08 15:00,018XX S KOMENSKY AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,TRUE,FALSE,1012,,24,29,17,,,2008,2/7/10 1:12,
6729377,HR145954,1/1/08 0:01,066XX S WHIPPLE ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,831,8,15,66,6,1157152,1860516,2008,2/6/09 1:04,"(41.77301893630612, -87.69947536888182)"
6002058,HP109833,1/2/08 14:00,066XX S WINCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,FALSE,FALSE,726,7,15,67,14,1164542,1860555,2008,8/31/10 15:21,"(41.77297330169418, -87.67238426491184)"
5992041,HP101250,1/1/08 17:00,066XX W 64TH ST,810,THEFT,OVER $300,SIDEWALK,FALSE,FALSE,812,8,23,64,6,1132995,1861385,2008,1/4/08 1:05,"(41.775858087326114, -87.78801044379668)"
5995917,HP101758,1/2/08 4:01,067XX N BOSWORTH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,2432,24,40,1,08B,1164681,1944729,2008,1/7/08 1:04,"(42.00395038319453, -87.66948759916916)"
6691332,HR101006,1/1/08 12:45,067XX N ROCKWELL ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,2412,24,50,2,08A,1157726,1944693,2008,1/20/09 1:03,"(42.00399672297751, -87.69507601126762)"
5993558,HP101464,1/1/08 19:52,067XX N SHERIDAN RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2432,24,49,1,18,1166988,1944926,2008,1/6/08 1:05,"(42.00444155641458, -87.66099450344774)"
5995889,HP100548,1/1/08 7:44,067XX N SHERIDAN RD,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,FALSE,FALSE,2432,24,49,1,26,1166984,1945040,2008,1/9/08 1:04,"(42.0047544605242, -87.66100592592801)"
6705232,HP513559,1/1/08 0:01,067XX S ABERDEEN ST,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,724,7,17,68,08A,1170193,1859782,2008,1/16/09 1:04,"(41.77073105151875, -87.65169159298542)"
5992924,HP101378,1/1/08 18:55,067XX S EAST END AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,332,3,5,43,08B,1188664,1860306,2008,1/10/08 1:05,"(41.77174728450779, -87.58396801420227)"
5999043,HP102519,1/1/08 0:30,067XX S GREEN ST,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,723,7,17,68,6,1171764,1859952,2008,1/10/08 1:05,"(41.77116324063752, -87.64592793796419)"
5994446,HP101961,1/1/08 17:30,067XX S LAWNDALE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,833,8,13,65,7,1152829,1859553,2008,4/2/08 1:05,"(41.77046265192904, -87.7153479334656)"
5992121,HP101799,1/2/08 1:00,067XX S LOOMIS BLVD,820,THEFT,$300 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,724,7,17,67,6,1168205,1859782,2008,1/4/08 1:05,"(41.770774056610044, -87.65897884134324)"
5999448,HP100482,1/1/08 0:30,067XX S LOOMIS BLVD,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,724,7,17,67,08B,1168202,1859892,2008,1/12/08 1:05,"(41.77107597520603, -87.65898667668982)"
5992919,HP101172,1/1/08 15:50,067XX S MERRILL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,331,3,5,43,08B,1191739,1860883,2008,1/10/08 1:05,"(41.77325654054462, -87.57267755455693)"
6053733,HP154447,1/1/08 8:00,027XX N ELSTON AVE,610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,FALSE,FALSE,1432,14,1,22,5,1160098,1918300,2008,2/6/08 1:04,"(41.93152419210753, -87.68708183324804)"
6002782,HP100255,1/1/08 2:45,067XX S PAXTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,331,3,5,43,08B,1192075,1860763,2008,1/12/08 1:05,"(41.77291909011885, -87.57144977858131)"
5994808,HP100744,1/1/08 11:10,067XX S RACINE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,724,7,17,67,08B,1169443,1860018,2008,1/7/08 1:04,"(41.771394943578095, -87.65443397583329)"
5991717,HP100690,1/1/08 7:00,067XX S RACINE AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,724,7,17,67,6,1169440,1860128,2008,1/8/08 1:04,"(41.77169686229378, -87.65444178989961)"
6038053,HP100870,1/1/08 12:50,067XX S ROCKWELL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,831,8,15,66,18,1160171,1859532,2008,1/27/08 1:04,"(41.77025710687781, -87.68843544582938)"
5995397,HP101579,1/1/08 22:03,067XX S THROOP ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,724,7,17,67,08B,1168783,1859927,2008,2/1/08 1:05,"(41.771159499111064, -87.65685593194476)"
6011567,HP101697,1/1/08 0:53,067XX W 63RD ST,820,THEFT,$300 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,812,8,23,64,6,1132242,1862031,2008,1/16/08 1:05,"(41.77764390523261, -87.7907560005075)"
6245821,HP333377,1/2/08 11:00,067XX W GRAND AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,2512,25,36,18,6,1131121,1915256,2008,5/18/08 1:04,"(41.92372106191688, -87.79363936890795)"
5992418,HP100538,1/1/08 3:30,068XX S ARTESIAN AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,832,8,17,66,08B,1161267,1859013,2008,1/15/08 1:05,"(41.76881027530429, -87.6844322882576)"
6656695,HP724320,1/1/08 13:00,068XX S CAMPBELL AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,832,8,15,66,6,1160933,1859023,2008,12/19/08 1:03,"(41.76884462509362, -87.68565629910572)"
7588148,HS388728,1/1/08 0:01,068XX S CHAMPLAIN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,FALSE,321,3,6,42,11,1181700,1859911,2008,8/7/10 1:17,"(41.770827037319414, -87.6095076669478)"
5991975,HP100944,1/1/08 13:15,068XX S CORNELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,332,3,5,43,08B,1188341,1859970,2008,1/4/08 1:05,"(41.77083298918049, -87.58516272327918)"
6053610,HP154354,1/1/08 13:00,068XX S CRANDON AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,331,3,5,43,6,1192549,1859839,2008,2/22/08 1:04,"(41.77037203018061, -87.56974232233186)"
7881181,HT110942,1/1/08 12:00,068XX S CRANDON AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,331,,5,43,6,,,2008,1/22/11 0:39,
7369754,HS171880,1/2/08 9:00,068XX S DAMEN AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,726,7,17,67,6,1164160,1859528,2008,8/4/10 1:15,"(41.77016312193528, -87.6738134538931)"
5996875,HP101586,1/1/08 22:15,068XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,TAVERN/LIQUOR STORE,TRUE,FALSE,723,7,6,68,26,1172116,1859172,2008,1/8/08 1:04,"(41.7690150995565, -87.64466052906143)"
5995019,HP100890,1/1/08 13:00,068XX S LOOMIS BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,724,7,17,67,14,1168219,1859302,2008,1/8/08 1:04,"(41.76945657390019, -87.65894131906646)"
5994701,HP100303,1/1/08 3:08,068XX S NORMAL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,722,7,6,68,08B,1174091,1859446,2008,1/23/08 14:56,"(41.76972336426651, -87.63741302667243)"
8187796,HT415999,1/1/08 0:01,068XX S PERRY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,722,,6,69,6,,,2008,9/19/11 0:42,
8023031,HT254632,1/1/08 8:00,068XX S PRAIRIE AVE,1540,OBSCENITY,OBSCENE MATTER,APARTMENT,TRUE,TRUE,322,,20,69,17,,,2008,4/19/11 0:40,
6037890,HP101757,1/2/08 2:48,068XX S WESTERN AVE,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,OTHER,TRUE,FALSE,832,8,17,66,22,1161511,1859344,2008,1/27/08 1:04,"(41.76971353127909, -87.68352873280648)"
6007828,HP100460,1/1/08 3:23,068XX S WESTERN AVE,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,OTHER,TRUE,FALSE,832,8,17,66,22,1161511,1859344,2008,1/13/08 1:05,"(41.76971353127909, -87.68352873280648)"
5993334,HP100684,1/1/08 10:22,069XX N ASHLAND BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,2431,24,49,1,08B,1164491,1945855,2008,1/5/08 1:04,"(42.00704419176792, -87.67015451748031)"
5991318,HP100126,1/1/08 0:49,069XX S ARTESIAN AVE,550,ASSAULT,AGGRAVATED PO: HANDGUN,SIDEWALK,FALSE,FALSE,832,8,15,66,04A,1161204,1858381,2008,1/12/08 1:05,"(41.76707728076436, -87.68468068733088)"
6018987,HP114500,1/1/08 0:48,069XX S ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,832,8,15,66,14,1161199,1858600,2008,1/18/08 1:04,"(41.76767835169669, -87.68469296088335)"
5992166,HP100118,1/1/08 0:45,069XX S ARTESIAN AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,832,8,15,66,04B,1161198,1858618,2008,1/23/08 14:56,"(41.7677277669741, -87.68469612878651)"
6003437,HP111143,1/2/08 12:00,069XX S CALUMET AVE,890,THEFT,FROM BUILDING,VACANT LOT/LAND,FALSE,FALSE,322,3,6,69,6,1179647,1858753,2008,1/22/08 9:10,"(41.767696531338814, -87.61706847423082)"
6038038,HP100094,1/1/08 0:55,069XX S CAMPBELL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,832,8,15,66,18,1160942,1858721,2008,1/27/08 1:04,"(41.768015707726505, -87.6856316455265)"
5991560,HP100120,1/1/08 1:30,069XX S CLYDE AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,FALSE,FALSE,331,3,5,43,04B,1191373,1859231,2008,1/23/08 14:56,"(41.76873220111467, -87.5740726596509)"
5991954,HP100745,1/1/08 0:05,069XX S CORNELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,332,3,5,43,08B,1188595,1859115,2008,1/4/08 1:05,"(41.76848073051145, -87.58425896548702)"
8194369,HT428472,1/1/08 0:01,069XX S CORNELL AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,FALSE,FALSE,332,,5,43,6,,,2008,9/8/11 0:40,
5994365,HP101206,1/1/08 13:00,069XX S HARPER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,332,3,5,43,14,1187627,1859098,2008,1/10/08 1:05,"(41.76845716043104, -87.58780764567716)"
5992065,HP101709,1/2/08 0:15,069XX S INDIANA AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,FALSE,FALSE,322,3,6,69,26,1178835,1858950,2008,1/5/08 1:04,"(41.76825563748876, -87.62003880348662)"
5993541,HP101253,1/1/08 16:48,069XX S JEFFERY BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,331,3,5,43,18,1190777,1859549,2008,1/6/08 1:05,"(41.76961923497178, -87.57624700088444)"
5995043,HP100976,1/1/08 4:00,069XX S LAFAYETTE AVE,479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,STREET,FALSE,FALSE,731,7,6,69,04B,1176984,1859255,2008,2/12/08 1:04,"(41.76913451464591, -87.62681437196828)"
9069692,HW214853,1/1/08 0:01,069XX S LOOMIS BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,734,,17,67,6,,,2008,4/4/13 0:40,
6031293,HP100897,1/1/08 2:20,069XX S LOWE AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,732,7,6,68,7,1173120,1859015,2008,1/24/08 1:05,"(41.76856215396558, -87.64098499073923)"
5994240,HP102747,1/2/08 14:00,069XX S MORGAN ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,733,7,17,68,7,1170797,1859003,2008,1/10/08 1:05,"(41.768580222292194, -87.64950026659734)"
6141723,HP233149,1/1/08 20:08,069XX S OGLESBY AVE,843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,331,3,5,43,6,1193014,1859141,2008,4/7/08 1:04,"(41.768445325388974, -87.56806061795791)"
6174897,HP263398,1/1/08 9:00,069XX S OGLESBY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,331,3,5,43,6,1193001,1859600,2008,4/11/08 1:05,"(41.769705172655534, -87.56809329925623)"
5993833,HP101813,1/2/08 7:40,069XX S PAULINA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,735,7,17,67,26,1166254,1858478,2008,1/23/08 14:56,"(41.76723746298823, -87.66616755511961)"
6011330,HP116314,1/2/08 9:00,069XX S PRAIRIE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CREDIT UNION,FALSE,FALSE,322,3,6,69,11,1179277,1859132,2008,1/22/08 9:10,"(41.76874499447376, -87.61841313065585)"
5997030,HP102339,1/2/08 7:00,069XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,733,7,17,68,14,1171212,1858814,2008,1/8/08 1:04,"(41.768052518736084, -87.64798460890329)"
5995060,HP101046,1/1/08 14:43,069XX S THROOP ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,734,7,17,67,08A,1168816,1858765,2008,1/11/08 1:05,"(41.76797011108822, -87.65676847205299)"
5994723,HP100144,1/1/08 1:09,069XX S THROOP ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,734,7,17,67,15,1168811,1858948,2008,1/7/08 1:04,"(41.768472394394024, -87.65678152304795)"
7779945,HS587888,1/1/08 15:00,100XX S ABERDEEN ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,2232,,34,73,17,,,2008,11/11/10 0:47,
6168563,HP255295,1/1/08 13:00,069XX S WENTWORTH AVE,890,THEFT,FROM BUILDING,DRUG STORE,FALSE,FALSE,731,7,6,69,6,1176194,1859127,2008,4/16/08 1:05,"(41.76880103970153, -87.62971395948402)"
5992894,HP101921,1/2/08 0:10,069XX W FARRAGUT AVE,810,THEFT,OVER $300,STREET,FALSE,FALSE,1613,16,41,10,6,1128704,1934463,2008,5/18/08 1:04,"(41.97646866217796, -87.80208308085007)"
6769829,HR186490,1/1/08 9:00,070XX N DAMEN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2424,24,49,1,6,1161790,1947148,2008,3/7/09 1:04,"(42.010649199355505, -87.6800556471707)"
5993348,HP100489,1/1/08 6:23,070XX N WESTERN AVE,610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,FALSE,FALSE,2411,24,50,2,5,1159068,1947168,2008,2/10/08 1:05,"(42.01076064254045, -87.69007037351332)"
5991614,HP100267,1/1/08 2:53,070XX S CHAPPEL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,331,3,5,43,08B,1191137,1858617,2008,1/11/08 1:05,"(41.7670530503883, -87.57495754709863)"
5995851,HP103876,1/1/08 21:00,070XX S CRANDON AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,FALSE,FALSE,331,3,5,43,26,1192575,1858938,2008,2/19/08 1:04,"(41.76789898533926, -87.56967634256583)"
5999228,HP101617,1/1/08 22:55,070XX S DAMEN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,735,7,17,67,18,1164286,1857762,2008,1/9/08 1:04,"(41.765314323208784, -87.67340125683107)"
5992932,HP101618,1/1/08 22:44,070XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,322,3,6,69,14,1180094,1858467,2008,1/5/08 1:04,"(41.76690149111139, -87.6154387842743)"
5991945,HP100557,1/1/08 6:15,030XX W LOGAN BLVD,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1411,14,35,22,5,1155507,1917170,2008,4/12/08 1:05,"(41.92851710522785, -87.70398350650576)"
5993540,HP100882,1/1/08 12:50,070XX S INDIANA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,322,3,6,69,18,1178781,1858051,2008,1/6/08 1:05,"(41.765789913959864, -87.62026405640131)"
5994374,HP101742,1/2/08 1:30,070XX S JEFFERY BLVD,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,332,3,5,43,08A,1190726,1858520,2008,1/13/08 1:05,"(41.766796808887335, -87.5764671319222)"
6514590,HP588328,1/1/08 0:01,070XX S LOWE AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,732,7,6,68,6,1173143,1858223,2008,10/2/08 1:04,"(41.76638830362082, -87.6409240548928)"
5993433,HP101024,1/1/08 4:00,070XX S PULASKI RD,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,TRUE,FALSE,833,8,13,65,7,1150866,1857852,2008,1/6/08 1:05,"(41.76583331042708, -87.72258787666766)"
5995349,HP101512,1/1/08 20:30,070XX S SANGAMON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,733,7,17,68,08B,1171149,1858186,2008,1/14/08 1:04,"(41.76633058656693, -87.64823386788281)"
6006754,HP102249,1/2/08 12:35,070XX S ST LAWRENCE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,322,3,6,69,18,1181422,1858124,2008,1/13/08 1:05,"(41.765929745316534, -87.61058174418184)"
5992925,HP101357,1/1/08 18:20,070XX S ST LAWRENCE AVE,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,322,3,6,69,08A,1181500,1858208,2008,1/17/08 9:23,"(41.76615845096513, -87.61029326201931)"
6066447,HP165778,1/1/08 13:00,070XX S WINCHESTER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,735,7,17,67,26,1164535,1857850,2008,2/13/08 1:04,"(41.76555056134031, -87.6724861137009)"
7740606,HS539286,1/1/08 9:00,070XX W BERWYN AVE,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,FALSE,TRUE,1613,,41,10,11,,,2008,11/7/10 0:47,
5994726,HP101982,1/2/08 2:20,070XX W SCHOOL ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,1632,16,36,17,14,1128614,1921167,2008,1/9/08 1:04,"(41.9399845017325, -87.80271681757344)"
5994236,HP102671,1/2/08 0:00,071XX N GREENVIEW AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,2423,24,49,1,6,1165093,1947896,2008,1/5/08 1:04,"(42.01263191525513, -87.66788129128929)"
5991655,HP100433,1/1/08 5:12,071XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,2423,24,49,1,08B,1166384,1947615,2008,1/4/08 1:05,"(42.011833210209716, -87.66313917745491)"
5992885,HP101816,1/1/08 15:30,071XX S ABERDEEN ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,733,7,17,68,6,1170261,1857314,2008,2/7/08 1:05,"(41.76395707144605, -87.65151404516446)"
6013134,HP104923,1/1/08 1:06,071XX S CLAREMONT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,832,8,18,66,26,1161939,1856983,2008,1/18/08 1:04,"(41.76322572636496, -87.68202539772676)"
