identification,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Location
5997636,HP105636,1/2/08 8:00,041XX N KENMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,FALSE,FALSE,2322,19,46,3,14,1168460,1927832,2008,1/9/08 1:04,"(41.95750334195854, -87.6560762624067)"
8372946,HT605925,1/1/08 0:01,041XX N MASON AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,TRUE,FALSE,1624,,38,15,2,,,2008,12/13/11 0:39,
6002766,HP101257,1/1/08 16:55,041XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,214,2,3,38,08B,1178326,1877563,2008,1/12/08 1:05,"(41.819343047037165, -87.6213394650121)"
5999303,HP100985,1/1/08 13:20,041XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,TRUE,FALSE,912,9,14,58,14,1155727,1877225,2008,6/2/10 10:34,"(41.81889948227703, -87.70425087189508)"
5998903,HP100387,1/1/08 4:11,041XX S WELLS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,935,9,3,37,14,1175349,1877255,2008,1/8/08 1:04,"(41.81856504047615, -87.63226941319054)"
6007313,HP113656,1/2/08 0:01,041XX W 21ST ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,1012,10,24,29,6,1149138,1889809,2008,8/31/10 15:21,"(41.853561490979594, -87.72809675537506)"
5993562,HP100363,1/1/08 4:10,041XX W 26TH ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1031,10,22,30,08B,1148904,1886352,2008,1/6/08 1:05,"(41.84407956372475, -87.72904491409109)"
6492149,HP561372,1/1/08 13:00,041XX W 47TH ST,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,815,8,14,57,10,1149607,1873107,2008,11/6/10 0:48,"(41.80771985792344, -87.72680815792761)"
5995755,HP103257,1/1/08 3:00,041XX W CORNELIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1731,17,30,16,14,1148441,1923003,2008,1/12/08 1:05,"(41.94466274419805, -87.72979792621724)"
5994532,HP101251,1/1/08 16:33,041XX W FIFTH AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,FALSE,FALSE,1132,11,24,26,04A,1148906,1896591,2008,1/11/08 1:05,"(41.872176604156806, -87.72877299680952)"
6001492,HP101485,1/1/08 20:39,041XX W GLADYS AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1132,11,28,26,18,1149047,1898077,2008,1/9/08 1:04,"(41.87625163320366, -87.7282168583392)"
5993549,HP100503,1/1/08 6:19,041XX W OAKDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2523,25,31,21,18,1148307,1919253,2008,1/6/08 1:05,"(41.93437501326024, -87.73038740583114)"
8890784,HV564579,1/1/08 0:01,041XX W POTOMAC AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,2534,,37,23,6,,,2008,11/20/12 0:40,
6002053,HP102123,1/2/08 11:02,041XX W WASHINGTON BLVD,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,TRUE,FALSE,1115,11,28,26,26,1148964,1900134,2008,1/9/08 1:04,"(41.88189787921344, -87.7284683804287)"
5996888,HP101786,1/1/08 20:30,042XX N KIMBALL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1723,17,33,16,08B,1152927,1927763,2008,1/8/08 1:04,"(41.957636661347706, -87.71318255171468)"
5991493,HP100444,1/1/08 2:45,027XX W 68TH ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,831,8,15,66,17,1159482,1859406,2008,4/3/08 1:07,"(41.76992549367984, -87.69096450447798)"
6001552,HP109934,1/1/08 12:00,042XX N MARINE DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,2323,19,46,3,26,1170946,1928775,2008,2/1/08 1:05,"(41.9600366860599, -87.64690922125503)"
8160030,HT394792,1/2/08 10:00,042XX N ST LOUIS AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,STREET,FALSE,FALSE,1723,,33,16,6,,,2008,7/30/11 0:39,
6002801,HP101382,1/1/08 19:04,042XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,TAVERN/LIQUOR STORE,FALSE,FALSE,213,2,4,38,08A,1182280,1876767,2008,1/11/08 1:05,"(41.817067940735996, -87.60685948606441)"
6002655,HP100693,1/1/08 10:24,042XX S MICHIGAN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,214,2,3,38,26,1177826,1876819,2008,1/11/08 1:05,"(41.81731280289569, -87.62319620218538)"
6012581,HP112526,1/2/08 10:00,042XX S MOZART ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,912,9,14,58,6,1158022,1876603,2008,1/31/08 1:05,"(41.81714622032047, -87.69584883621597)"
5992731,HP100639,1/1/08 9:00,042XX S PRINCETON AVE,820,THEFT,$300 AND UNDER,APARTMENT,FALSE,FALSE,935,9,3,37,6,1174962,1876570,2008,1/9/08 1:04,"(41.816693994050965, -87.63370951481866)"
5992604,HP100773,1/1/08 3:00,090XX S LOOMIS ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,FALSE,2222,22,21,73,2,1168616,1845006,2008,6/2/10 10:34,"(41.730217838748416, -87.65789746530456)"
5996420,HP102827,1/1/08 17:05,042XX W ARMITAGE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,2522,25,30,20,26,1147807,1912990,2008,1/13/08 1:05,"(41.91719839577007, -87.73238622789543)"
6001622,HP101263,1/1/08 16:40,042XX W AUGUSTA BLVD,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1111,11,37,23,26,1147798,1906366,2008,1/9/08 1:04,"(41.89902164242303, -87.73258973877331)"
5995124,HP100823,1/1/08 12:00,042XX W CULLERTON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1012,10,24,29,08B,1148428,1890042,2008,1/15/08 1:05,"(41.854214575546656, -87.73069673433189)"
6092479,HP190202,1/1/08 0:01,042XX W GLADYS AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,FALSE,FALSE,1132,11,28,26,20,1148306,1898060,2008,3/12/08 1:05,"(41.87621928674398, -87.73093802153484)"
7769110,HS557489,1/1/08 0:01,042XX W HIRSCH ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,2534,,37,23,6,,,2008,10/30/10 0:48,
6228815,HP312633,1/1/08 0:01,042XX W MONROE ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,1115,11,28,26,6,1147823,1899276,2008,5/19/08 1:04,"(41.87956542017322, -87.73268020315776)"
5997863,HP102172,1/2/08 11:20,042XX W NORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2534,25,30,23,18,1147588,1910250,2008,1/6/08 1:05,"(41.90968377266362, -87.73326127546241)"
5992473,HP100515,1/1/08 6:15,042XX W POTOMAC AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,2534,25,37,23,04B,1147614,1908273,2008,1/7/08 1:04,"(41.90425818363719, -87.73321657230298)"
5992505,HP100508,1/1/08 6:15,042XX W POTOMAC AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,2534,25,37,23,04B,1147614,1908273,2008,1/7/08 1:04,"(41.90425818363719, -87.73321657230298)"
5996403,HP104698,1/2/08 9:00,042XX W WILCOX ST,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,1115,11,28,26,6,1148347,1899043,2008,1/6/08 1:05,"(41.878915962034114, -87.7307621425533)"
6007422,HP101653,1/1/08 21:30,042XX W WILCOX ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1115,11,28,26,26,1148239,1898960,2008,1/28/08 1:04,"(41.87869028057623, -87.73116084030322)"
7323022,HS127527,1/1/08 9:00,042XX W WRIGHTWOOD AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,FACTORY/MANUFACTURING BUILDING,FALSE,FALSE,2524,,31,20,6,,,2008,1/24/10 1:16,
6751050,HR165041,1/1/08 12:00,043XX N CLARENDON AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2323,19,46,3,6,1170166,1929352,2008,3/10/09 1:05,"(41.961637101809806, -87.64975992256817)"
6716877,HR131781,1/1/08 0:01,043XX N KNOX AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,1722,17,45,16,6,1144300,1928244,2008,2/2/09 1:03,"(41.95912350198424, -87.7448864155057)"
5994296,HP102854,1/1/08 15:00,043XX N RIDGEWAY AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1723,17,39,16,6,1150575,1928455,2008,1/5/08 1:04,"(41.959581939836255, -87.72181118226297)"
5994456,HP102307,1/2/08 12:41,043XX N SHERIDAN RD,890,THEFT,FROM BUILDING,APARTMENT,TRUE,FALSE,2322,19,46,3,6,1168784,1928835,2008,1/13/08 1:05,"(41.96024857665253, -87.65485594610827)"
5992137,HP100931,1/1/08 13:15,043XX N SHERIDAN RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2322,19,46,3,6,1168852,1929256,2008,1/5/08 1:04,"(41.96140233733591, -87.65459368691256)"
5995417,HP103194,1/2/08 12:58,043XX N WHIPPLE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,1724,17,33,16,14,1155299,1929000,2008,1/9/08 1:04,"(41.96098363144196, -87.70442888406485)"
6038123,HP101390,1/1/08 19:15,043XX S LAMON AVE,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,TRUE,FALSE,814,8,23,56,18,1144763,1875462,2008,1/27/08 1:04,"(41.81427477435782, -87.74451572445456)"
7865270,HS679617,1/1/08 0:01,043XX S MICHIGAN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,221,,3,38,6,,,2008,1/7/11 0:38,
6011101,HP101752,1/2/08 3:32,043XX W 44TH ST,820,THEFT,$300 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,815,8,14,57,6,1148301,1875507,2008,1/16/08 1:05,"(41.814331003324945, -87.73153663476444)"
5991728,HP100936,1/1/08 12:00,043XX W CERMAK RD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1012,10,24,29,26,1147923,1889062,2008,1/12/08 1:05,"(41.85153504121681, -87.73257546922872)"
5999569,HP100055,1/1/08 0:03,043XX W FLOURNOY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,OTHER,TRUE,FALSE,1131,11,24,26,15,1147389,1896719,2008,1/9/08 1:04,"(41.8725570356944, -87.73433932576383)"
6091175,HP188668,1/1/08 12:00,043XX W HIRSCH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,2534,25,37,23,11,1147030,1908917,2008,3/16/08 1:05,"(41.90603657765542, -87.73534528940131)"
5999701,HP100964,1/1/08 13:40,043XX W JACKSON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1115,11,28,26,08B,1147407,1898371,2008,1/11/08 1:05,"(41.87708997400047, -87.73423090389285)"
6000275,HP102449,1/2/08 14:04,043XX W LEXINGTON ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1131,11,24,26,08A,1147473,1896399,2008,1/11/08 1:05,"(41.87167730857818, -87.73403912372646)"
5991985,HP101262,1/1/08 15:00,043XX W THOMAS ST,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,1111,11,37,23,08A,1147000,1906929,2008,1/11/08 1:05,"(41.900581870741746, -87.73550638347545)"
6270550,HP354413,1/1/08 12:00,044XX N BROADWAY,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2313,19,46,3,6,1168533,1929821,2008,6/8/08 1:03,"(41.96295964438912, -87.65575007193279)"
6164209,HP253253,1/1/08 0:01,044XX N CENTRAL PARK AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,1723,17,33,14,2,1151628,1929290,2008,8/21/08 1:04,"(41.961852551266205, -87.71791781622724)"
5993108,HP100474,1/1/08 6:00,044XX N LAWNDALE AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1723,17,39,14,08B,1150889,1929019,2008,1/9/08 1:04,"(41.96112344062694, -87.72064194561614)"
6303297,HP392355,1/1/08 0:01,044XX N MENARD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1622,16,38,15,6,1136841,1928845,2008,6/30/08 1:03,"(41.96090998309095, -87.77229473755825)"
5992723,HP101889,1/1/08 22:00,044XX N WESTERN AVE,810,THEFT,OVER $300,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1911,19,47,4,6,1159526,1929621,2008,1/4/08 1:05,"(41.96260150544877, -87.68887102755971)"
6950818,HR355857,1/1/08 0:01,044XX N WINCHESTER AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,1922,,47,4,6,,,2008,6/6/09 1:05,
5992159,HP101438,1/1/08 4:30,044XX S KEDVALE AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,815,8,14,57,3,1149389,1874745,2008,1/13/08 1:05,"(41.81221898767535, -87.7275653861497)"
6656402,HP728916,1/1/08 0:01,044XX S KILPATRICK AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,815,8,23,56,26,1145807,1874840,2008,12/18/08 1:04,"(41.812548218595694, -87.74070190007984)"
5993076,HP100821,1/1/08 6:00,044XX S LOWE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,FALSE,935,9,11,61,26,1172751,1875214,2008,1/7/08 1:04,"(41.813022110956595, -87.64185998426602)"
8730938,HV407129,1/1/08 0:01,044XX S MARSHFIELD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,924,,12,61,6,,,2008,8/2/12 0:40,
6762220,HR179690,1/1/08 0:01,044XX S PRINCETON AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,FALSE,FALSE,935,9,3,37,20,1175079,1875166,2008,2/27/09 1:03,"(41.81283867417417, -87.63332228709086)"
6619403,HP691481,1/1/08 8:00,044XX S PULASKI RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CREDIT UNION,FALSE,FALSE,815,8,14,57,11,1150392,1874698,2008,11/26/08 1:04,"(41.81207055266539, -87.72388757348757)"
5991758,HP100239,1/1/08 2:47,044XX S WELLS ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,935,9,3,37,3,1175314,1875554,2008,1/6/08 1:05,"(41.81389812574929, -87.63244869977352)"
6014369,HP119029,1/1/08 4:00,025XX W PERSHING RD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,TRUE,FALSE,913,9,12,58,17,1160252,1878764,2008,1/18/08 1:04,"(41.82303057398868, -87.68760898107074)"
6041412,HP143991,1/1/08 0:45,044XX W 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,834,8,18,70,14,1148357,1846511,2008,1/29/08 1:04,"(41.73476012335463, -87.7320748293015)"
5997887,HP101496,1/1/08 20:15,044XX W CORTEZ ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,TRUE,TRUE,1111,11,37,23,04A,1146614,1906669,2008,2/15/11 12:39,"(41.89987577535935, -87.73693083587499)"
6002545,HP101152,1/1/08 15:23,044XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1113,11,28,26,18,1146636,1899249,2008,1/9/08 1:04,"(41.87951404264426, -87.73703942218928)"
6009285,HP102138,1/2/08 11:10,044XX W VAN BUREN ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,TRUE,FALSE,1131,11,24,26,26,1146928,1897695,2008,1/13/08 1:05,"(41.87524411158852, -87.73600694382871)"
6001680,HP101416,1/1/08 19:09,044XX W WEST END AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1113,11,28,26,18,1146414,1900557,2008,1/9/08 1:04,"(41.88310757699833, -87.73782125423928)"
6345744,HP434270,1/2/08 10:00,045XX N DOVER ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2311,19,46,3,11,1165968,1930442,2008,8/4/08 1:03,"(41.964718964219884, -87.6651627958854)"
6921451,HR326233,1/1/08 0:01,045XX N DRAKE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,FALSE,FALSE,1723,,33,14,11,,,2008,6/9/09 1:04,
5995670,HP102280,1/2/08 12:55,045XX N HARDING AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1723,17,39,14,08B,1149286,1929695,2008,1/25/08 1:04,"(41.963009734218076, -87.72651786817569)"
8467826,HV143878,1/1/08 12:00,045XX N MALDEN ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,2311,,46,3,6,,,2008,3/28/12 9:57,
5995589,HP101888,1/2/08 8:00,045XX N SPAULDING AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1724,17,33,14,08B,1153600,1930164,2008,1/10/08 1:05,"(41.964211769437455, -87.71064422497605)"
5992444,HP101174,1/1/08 15:58,045XX S ARCHER AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,821,8,14,58,08B,1153974,1874052,2008,1/13/08 1:05,"(41.81022738075442, -87.71076590764206)"
5992177,HP101087,1/1/08 14:35,045XX S CICERO AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,814,8,23,56,04A,1145076,1874303,2008,1/23/08 14:56,"(41.81108841070636, -87.74339677497571)"
6027107,HP126687,1/1/08 12:00,045XX S ELLIS AVE,820,THEFT,$300 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2123,2,4,39,6,1183727,1874966,2008,1/23/08 14:56,"(41.81209217267735, -87.60160783197566)"
6003066,HP102260,1/2/08 12:21,045XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,221,2,3,38,08B,1178327,1874739,2008,1/23/08 14:56,"(41.811593729605775, -87.6214216219223)"
6011458,HP100052,1/1/08 0:02,045XX S LA CROSSE AVE,3730,INTERFERE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,TRUE,FALSE,814,8,23,56,24,1144756,1873761,2008,1/15/08 1:05,"(41.80960710117062, -87.74458414787007)"
6176928,HP266579,1/1/08 16:00,045XX S LAPORTE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,814,8,23,56,26,1144080,1874095,2008,4/11/08 1:05,"(41.8105363304449, -87.74705528861153)"
6009290,HP100291,1/1/08 3:30,045XX S PULASKI RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE-COMMERCIAL,FALSE,TRUE,815,8,14,57,08B,1150410,1874159,2008,1/26/08 1:04,"(41.81059110916273, -87.72383557089985)"
6000541,HP100057,1/1/08 0:10,045XX S ROCKWELL ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,914,9,12,58,15,1159834,1874463,2008,1/9/08 1:04,"(41.811236714601506, -87.68926073406237)"
6003071,HP102320,1/2/08 12:30,045XX S ST LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,222,2,3,38,08B,1180979,1875168,2008,1/13/08 1:05,"(41.81271024219488, -87.6116811018347)"
7221136,HR634335,1/1/08 0:01,045XX W DEMING PL,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2521,,31,20,6,,,2008,11/20/09 1:16,
7221125,HR634334,1/1/08 0:01,045XX W DEMING PL,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2521,,31,20,6,,,2008,11/20/09 1:16,
6687000,HR101795,1/1/08 20:00,045XX W GEORGE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,TRUE,TRUE,2521,25,31,20,04A,1145308,1918927,2008,1/13/09 1:03,"(41.9335377866848, -87.74141709539607)"
6008557,HP101899,1/2/08 8:25,045XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1113,11,28,26,16,1146331,1899675,2008,1/13/08 1:05,"(41.88068884623494, -87.73814849949017)"
5992716,HP101859,1/1/08 14:30,045XX W PARKER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2521,25,31,20,14,1145595,1917899,2008,1/5/08 1:04,"(41.93071141627411, -87.74038850215433)"
6005728,HP111115,1/1/08 0:01,045XX W WILCOX ST,810,THEFT,OVER $300,OTHER,FALSE,FALSE,1113,11,28,26,6,1145859,1898985,2008,1/23/08 14:56,"(41.87880437382562, -87.73989918073863)"
5997902,HP100703,1/1/08 5:00,036XX W LEXINGTON ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,FALSE,1133,11,24,27,2,1152247,1896492,2008,4/28/09 1:04,"(41.8718397101552, -87.71650928226875)"
6202661,HP287279,1/1/08 9:00,046XX N MONTICELLO AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1723,17,33,14,6,1151182,1930459,2008,5/3/08 1:05,"(41.96506914498431, -87.71952678968177)"
5995407,HP103131,1/2/08 8:00,046XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,1722,17,39,14,14,1148843,1930800,2008,1/9/08 1:04,"(41.96605053108083, -87.72811793572744)"
6289306,HP376337,1/1/08 0:01,046XX N PULASKI RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,1722,17,39,14,14,1148843,1930800,2008,6/10/08 1:03,"(41.96605053108083, -87.72811793572744)"
5996296,HP101086,1/1/08 14:50,046XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,SIDEWALK,TRUE,FALSE,921,9,3,61,6,1166486,1874129,2008,1/7/08 1:04,"(41.810180784808736, -87.664871144449)"
5992436,HP101826,1/1/08 22:00,046XX S KOLMAR AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,815,8,14,57,7,1146760,1873686,2008,1/4/08 1:05,"(41.80936338154244, -87.7372356006709)"
5992784,HP100016,1/1/08 0:01,046XX S LA CROSSE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,814,8,23,56,04B,1144760,1873629,2008,1/6/08 1:05,"(41.809244797575275, -87.74457279312102)"
5992299,HP100217,1/1/08 2:20,046XX S MOZART ST,553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,ALLEY,TRUE,FALSE,912,9,14,58,04A,1158103,1873942,2008,1/5/08 1:04,"(41.80984244786942, -87.69562414191708)"
7672287,HS477446,1/1/08 9:00,046XX S SAWYER AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,821,,14,58,6,,,2008,10/4/10 0:45,
7215918,HR631045,1/1/08 0:05,046XX W 79TH PL,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,834,,13,70,6,,,2008,11/11/09 1:03,
6009470,HP101114,1/1/08 15:39,046XX W ADAMS ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,TRUE,FALSE,1113,11,28,25,16,1145629,1898765,2008,1/13/08 1:05,"(41.878205028425995, -87.74074928296992)"
7291767,HR708743,1/1/08 9:00,046XX W ALTGELD ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,2521,25,31,19,6,1144798,1916234,2008,1/4/10 10:32,"(41.926157582515586, -87.74335943667586)"
6006159,HP111602,1/1/08 9:00,046XX W GRACE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1731,17,38,15,26,1144597,1924894,2008,1/12/08 1:05,"(41.949925216838174, -87.74387921989775)"
6022685,HP123006,1/2/08 0:01,046XX W MAYPOLE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,1113,11,28,25,6,1145127,1901090,2008,1/22/08 9:10,"(41.88459460153798, -87.74253376454496)"
6000236,HP102350,1/2/08 13:45,046XX W MONROE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1113,11,28,25,08B,1145150,1899113,2008,1/11/08 1:05,"(41.87916904420624, -87.74249928523962)"
5992986,HP101246,1/1/08 16:40,046XX W NORTH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2533,25,37,25,6,1144852,1910260,2008,1/5/08 1:04,"(41.909763298422995, -87.74331203591734)"
6076873,HP101140,1/1/08 15:30,046XX W NORTH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2533,25,37,25,6,1144852,1910260,2008,2/18/08 1:04,"(41.909763298422995, -87.74331203591734)"
5993081,HP101001,1/1/08 13:40,046XX W NORTH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,2533,25,37,25,08B,1145355,1910273,2008,1/11/08 1:05,"(41.90978946226074, -87.7414638747938)"
5992146,HP101269,1/1/08 17:28,047XX N BROADWAY,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,2311,19,48,3,26,1167615,1931520,2008,1/5/08 1:04,"(41.96764162962173, -87.65907604860908)"
6428181,HP508746,1/1/08 0:01,047XX N KARLOV AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1722,17,39,14,26,1148255,1931007,2008,8/17/08 1:04,"(41.96662993094192, -87.73027456353813)"
